sequence_id,active_region,sequence_name,sequence_path,num_images,last_image_path,label_index,label_name,label_status
12145/2014_08_16_12_00_00_0,12145,2014_08_16_12_00_00_0,data\raw\SDOBenchmark_full\training\12145\2014_08_16_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12145\2014_08_16_12_00_00_0\2014-08-16T115000__1700.jpg,1,QUIET,resolved
11401/2012_01_22_03_03_43_0,11401,2012_01_22_03_03_43_0,data\raw\SDOBenchmark_full\training\11401\2012_01_22_03_03_43_0,40,data\raw\SDOBenchmark_full\training\11401\2012_01_22_03_03_43_0\2012-01-22T025343__1700.jpg,1,QUIET,resolved
12042/2014_04_17_12_00_00_10,12042,2014_04_17_12_00_00_10,data\raw\SDOBenchmark_full\training\12042\2014_04_17_12_00_00_10,40,data\raw\SDOBenchmark_full\training\12042\2014_04_17_12_00_00_10\2014-04-23T210041__1700.jpg,1,QUIET,resolved
11687/2013_03_05_07_01_00_3,11687,2013_03_05_07_01_00_3,data\raw\SDOBenchmark_full\training\11687\2013_03_05_07_01_00_3,40,data\raw\SDOBenchmark_full\training\11687\2013_03_05_07_01_00_3\2013-03-07T094145__1700.jpg,1,QUIET,resolved
11717/2013_04_07_06_00_00_1,11717,2013_04_07_06_00_00_1,data\raw\SDOBenchmark_full\training\11717\2013_04_07_06_00_00_1,40,data\raw\SDOBenchmark_full\training\11717\2013_04_07_06_00_00_1\2013-04-09T071816__1700.jpg,1,QUIET,resolved
11938/2014_01_01_16_49_00_2,11938,2014_01_01_16_49_00_2,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_2,40,data\raw\SDOBenchmark_full\training\11938\2014_01_01_16_49_00_2\2014-01-02T212631__1700.jpg,1,QUIET,resolved
12616/2016_12_03_12_00_00_0,12616,2016_12_03_12_00_00_0,data\raw\SDOBenchmark_full\training\12616\2016_12_03_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12616\2016_12_03_12_00_00_0\2016-12-03T115000__1700.jpg,1,QUIET,resolved
12671/2017_08_15_12_00_00_1,12671,2017_08_15_12_00_00_1,data\raw\SDOBenchmark_full\training\12671\2017_08_15_12_00_00_1,40,data\raw\SDOBenchmark_full\training\12671\2017_08_15_12_00_00_1\2017-08-16T015800__1700.jpg,1,QUIET,resolved
11726/2013_04_24_00_21_01_0,11726,2013_04_24_00_21_01_0,data\raw\SDOBenchmark_full\training\11726\2013_04_24_00_21_01_0,40,data\raw\SDOBenchmark_full\training\11726\2013_04_24_00_21_01_0\2013-04-24T001101__1700.jpg,1,QUIET,resolved
12588/2016_09_10_03_23_00_0,12588,2016_09_10_03_23_00_0,data\raw\SDOBenchmark_full\training\12588\2016_09_10_03_23_00_0,40,data\raw\SDOBenchmark_full\training\12588\2016_09_10_03_23_00_0\2016-09-10T031300__1700.jpg,1,QUIET,resolved
11457/2012_04_14_12_00_00_0,11457,2012_04_14_12_00_00_0,data\raw\SDOBenchmark_full\training\11457\2012_04_14_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11457\2012_04_14_12_00_00_0\2012-04-14T115000__1700.jpg,1,QUIET,resolved
11498/2012_06_03_01_05_00_1,11498,2012_06_03_01_05_00_1,data\raw\SDOBenchmark_full\training\11498\2012_06_03_01_05_00_1,40,data\raw\SDOBenchmark_full\training\11498\2012_06_03_01_05_00_1\2012-06-03T230301__1700.jpg,1,QUIET,resolved
11640/2013_01_02_21_38_01_0,11640,2013_01_02_21_38_01_0,data\raw\SDOBenchmark_full\training\11640\2013_01_02_21_38_01_0,36,data\raw\SDOBenchmark_full\training\11640\2013_01_02_21_38_01_0\2013-01-02T212801__1700.jpg,1,QUIET,resolved
11951/2014_01_11_12_00_00_3,11951,2014_01_11_12_00_00_3,data\raw\SDOBenchmark_full\training\11951\2014_01_11_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11951\2014_01_11_12_00_00_3\2014-01-12T235000__1700.jpg,1,QUIET,resolved
12553/2016_06_17_04_28_00_2,12553,2016_06_17_04_28_00_2,data\raw\SDOBenchmark_full\training\12553\2016_06_17_04_28_00_2,40,data\raw\SDOBenchmark_full\training\12553\2016_06_17_04_28_00_2\2016-06-18T045609__1700.jpg,1,QUIET,resolved
12251/2015_01_01_12_16_00_1,12251,2015_01_01_12_16_00_1,data\raw\SDOBenchmark_full\training\12251\2015_01_01_12_16_00_1,40,data\raw\SDOBenchmark_full\training\12251\2015_01_01_12_16_00_1\2015-01-02T031618__1700.jpg,1,QUIET,resolved
12378/2015_07_04_00_17_00_0,12378,2015_07_04_00_17_00_0,data\raw\SDOBenchmark_full\training\12378\2015_07_04_00_17_00_0,40,data\raw\SDOBenchmark_full\training\12378\2015_07_04_00_17_00_0\2015-07-04T000700__1700.jpg,1,QUIET,resolved
12216/2014_11_23_18_12_29_0,12216,2014_11_23_18_12_29_0,data\raw\SDOBenchmark_full\training\12216\2014_11_23_18_12_29_0,40,data\raw\SDOBenchmark_full\training\12216\2014_11_23_18_12_29_0\2014-11-23T180229__1700.jpg,1,QUIET,resolved
12398/2015_08_08_12_00_00_1,12398,2015_08_08_12_00_00_1,data\raw\SDOBenchmark_full\training\12398\2015_08_08_12_00_00_1,40,data\raw\SDOBenchmark_full\training\12398\2015_08_08_12_00_00_1\2015-08-09T023318__1700.jpg,1,QUIET,resolved
12129/2014_07_29_12_00_00_2,12129,2014_07_29_12_00_00_2,data\raw\SDOBenchmark_full\training\12129\2014_07_29_12_00_00_2,40,data\raw\SDOBenchmark_full\training\12129\2014_07_29_12_00_00_2\2014-08-01T120900__1700.jpg,1,QUIET,resolved
12403/2015_08_21_13_23_01_0,12403,2015_08_21_13_23_01_0,data\raw\SDOBenchmark_full\training\12403\2015_08_21_13_23_01_0,40,data\raw\SDOBenchmark_full\training\12403\2015_08_21_13_23_01_0\2015-08-21T131301__1700.jpg,0,FLARE,resolved
12216/2014_11_25_01_37_00_0,12216,2014_11_25_01_37_00_0,data\raw\SDOBenchmark_full\training\12216\2014_11_25_01_37_00_0,40,data\raw\SDOBenchmark_full\training\12216\2014_11_25_01_37_00_0\2014-11-25T012700__1700.jpg,1,QUIET,resolved
11961/2014_01_21_12_00_00_2,11961,2014_01_21_12_00_00_2,data\raw\SDOBenchmark_full\training\11961\2014_01_21_12_00_00_2,40,data\raw\SDOBenchmark_full\training\11961\2014_01_21_12_00_00_2\2014-01-24T021459__1700.jpg,1,QUIET,resolved
12497/2016_02_17_05_01_31_0,12497,2016_02_17_05_01_31_0,data\raw\SDOBenchmark_full\training\12497\2016_02_17_05_01_31_0,40,data\raw\SDOBenchmark_full\training\12497\2016_02_17_05_01_31_0\2016-02-17T045131__1700.jpg,1,QUIET,resolved
11431/2012_03_09_10_25_27_1,11431,2012_03_09_10_25_27_1,data\raw\SDOBenchmark_full\training\11431\2012_03_09_10_25_27_1,40,data\raw\SDOBenchmark_full\training\11431\2012_03_09_10_25_27_1\2012-03-09T235000__1700.jpg,1,QUIET,resolved
11710/2013_04_03_00_54_00_5,11710,2013_04_03_00_54_00_5,data\raw\SDOBenchmark_full\training\11710\2013_04_03_00_54_00_5,40,data\raw\SDOBenchmark_full\training\11710\2013_04_03_00_54_00_5\2013-04-05T234959__1700.jpg,1,QUIET,resolved
11850/2013_09_23_19_06_01_0,11850,2013_09_23_19_06_01_0,data\raw\SDOBenchmark_full\training\11850\2013_09_23_19_06_01_0,38,data\raw\SDOBenchmark_full\training\11850\2013_09_23_19_06_01_0\2013-09-23T185601__1700.jpg,1,QUIET,resolved
11937/2013_12_27_12_00_00_3,11937,2013_12_27_12_00_00_3,data\raw\SDOBenchmark_full\training\11937\2013_12_27_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11937\2013_12_27_12_00_00_3\2013-12-30T101259__1700.jpg,1,QUIET,resolved
11698/2013_03_16_21_26_01_0,11698,2013_03_16_21_26_01_0,data\raw\SDOBenchmark_full\training\11698\2013_03_16_21_26_01_0,40,data\raw\SDOBenchmark_full\training\11698\2013_03_16_21_26_01_0\2013-03-16T211601__1700.jpg,1,QUIET,resolved
11891/2013_11_07_12_00_00_0,11891,2013_11_07_12_00_00_0,data\raw\SDOBenchmark_full\training\11891\2013_11_07_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11891\2013_11_07_12_00_00_0\2013-11-07T115000__1700.jpg,0,FLARE,resolved
12008/2014_03_23_17_24_00_0,12008,2014_03_23_17_24_00_0,data\raw\SDOBenchmark_full\training\12008\2014_03_23_17_24_00_0,40,data\raw\SDOBenchmark_full\training\12008\2014_03_23_17_24_00_0\2014-03-23T171400__1700.jpg,1,QUIET,resolved
11470/2012_05_04_06_39_01_0,11470,2012_05_04_06_39_01_0,data\raw\SDOBenchmark_full\training\11470\2012_05_04_06_39_01_0,40,data\raw\SDOBenchmark_full\training\11470\2012_05_04_06_39_01_0\2012-05-04T062901__1700.jpg,1,QUIET,resolved
11546/2012_08_19_03_08_00_0,11546,2012_08_19_03_08_00_0,data\raw\SDOBenchmark_full\training\11546\2012_08_19_03_08_00_0,40,data\raw\SDOBenchmark_full\training\11546\2012_08_19_03_08_00_0\2012-08-19T025800__1700.jpg,1,QUIET,resolved
12063/2014_05_20_17_01_00_0,12063,2014_05_20_17_01_00_0,data\raw\SDOBenchmark_full\training\12063\2014_05_20_17_01_00_0,40,data\raw\SDOBenchmark_full\training\12063\2014_05_20_17_01_00_0\2014-05-20T165100__1700.jpg,1,QUIET,resolved
11653/2013_01_09_05_42_00_4,11653,2013_01_09_05_42_00_4,data\raw\SDOBenchmark_full\training\11653\2013_01_09_05_42_00_4,40,data\raw\SDOBenchmark_full\training\11653\2013_01_09_05_42_00_4\2013-01-12T234959__1700.jpg,1,QUIET,resolved
12532/2016_04_17_12_46_01_0,12532,2016_04_17_12_46_01_0,data\raw\SDOBenchmark_full\training\12532\2016_04_17_12_46_01_0,40,data\raw\SDOBenchmark_full\training\12532\2016_04_17_12_46_01_0\2016-04-17T123601__1700.jpg,1,QUIET,resolved
11718/2013_04_08_08_59_01_1,11718,2013_04_08_08_59_01_1,data\raw\SDOBenchmark_full\training\11718\2013_04_08_08_59_01_1,40,data\raw\SDOBenchmark_full\training\11718\2013_04_08_08_59_01_1\2013-04-09T084900__1700.jpg,1,QUIET,resolved
11861/2013_10_11_07_45_00_1,11861,2013_10_11_07_45_00_1,data\raw\SDOBenchmark_full\training\11861\2013_10_11_07_45_00_1,40,data\raw\SDOBenchmark_full\training\11861\2013_10_11_07_45_00_1\2013-10-11T235400__1700.jpg,1,QUIET,resolved
12480/2016_01_08_12_39_00_0,12480,2016_01_08_12_39_00_0,data\raw\SDOBenchmark_full\training\12480\2016_01_08_12_39_00_0,40,data\raw\SDOBenchmark_full\training\12480\2016_01_08_12_39_00_0\2016-01-08T122900__1700.jpg,1,QUIET,resolved
12638/2017_02_25_00_12_00_0,12638,2017_02_25_00_12_00_0,data\raw\SDOBenchmark_full\training\12638\2017_02_25_00_12_00_0,40,data\raw\SDOBenchmark_full\training\12638\2017_02_25_00_12_00_0\2017-02-25T000200__1700.jpg,1,QUIET,resolved
12297/2015_03_15_10_58_01_0,12297,2015_03_15_10_58_01_0,data\raw\SDOBenchmark_full\training\12297\2015_03_15_10_58_01_0,40,data\raw\SDOBenchmark_full\training\12297\2015_03_15_10_58_01_0\2015-03-15T104801__1700.jpg,0,FLARE,resolved
12355/2015_05_31_09_06_00_0,12355,2015_05_31_09_06_00_0,data\raw\SDOBenchmark_full\training\12355\2015_05_31_09_06_00_0,40,data\raw\SDOBenchmark_full\training\12355\2015_05_31_09_06_00_0\2015-05-31T085600__1700.jpg,1,QUIET,resolved
12376/2015_07_01_15_30_01_0,12376,2015_07_01_15_30_01_0,data\raw\SDOBenchmark_full\training\12376\2015_07_01_15_30_01_0,40,data\raw\SDOBenchmark_full\training\12376\2015_07_01_15_30_01_0\2015-07-01T152001__1700.jpg,1,QUIET,resolved
12427/2015_10_03_00_23_59_0,12427,2015_10_03_00_23_59_0,data\raw\SDOBenchmark_full\training\12427\2015_10_03_00_23_59_0,40,data\raw\SDOBenchmark_full\training\12427\2015_10_03_00_23_59_0\2015-10-03T001359__1700.jpg,1,QUIET,resolved
12508/2016_02_29_12_00_00_0,12508,2016_02_29_12_00_00_0,data\raw\SDOBenchmark_full\training\12508\2016_02_29_12_00_00_0,38,data\raw\SDOBenchmark_full\training\12508\2016_02_29_12_00_00_0\2016-02-29T115000__1700.jpg,1,QUIET,resolved
11520/2012_07_15_20_03_01_1,11520,2012_07_15_20_03_01_1,data\raw\SDOBenchmark_full\training\11520\2012_07_15_20_03_01_1,40,data\raw\SDOBenchmark_full\training\11520\2012_07_15_20_03_01_1\2012-07-16T152012__1700.jpg,1,QUIET,resolved
11438/2012_03_21_14_54_00_2,11438,2012_03_21_14_54_00_2,data\raw\SDOBenchmark_full\training\11438\2012_03_21_14_54_00_2,40,data\raw\SDOBenchmark_full\training\11438\2012_03_21_14_54_00_2\2012-03-23T144800__1700.jpg,1,QUIET,resolved
12692/2017_12_27_22_29_01_0,12692,2017_12_27_22_29_01_0,data\raw\SDOBenchmark_full\training\12692\2017_12_27_22_29_01_0,40,data\raw\SDOBenchmark_full\training\12692\2017_12_27_22_29_01_0\2017-12-27T221901__1700.jpg,1,QUIET,resolved
12665/2017_07_07_15_13_43_0,12665,2017_07_07_15_13_43_0,data\raw\SDOBenchmark_full\training\12665\2017_07_07_15_13_43_0,40,data\raw\SDOBenchmark_full\training\12665\2017_07_07_15_13_43_0\2017-07-07T150343__1700.jpg,1,QUIET,resolved
12501/2016_02_20_08_13_00_2,12501,2016_02_20_08_13_00_2,data\raw\SDOBenchmark_full\training\12501\2016_02_20_08_13_00_2,40,data\raw\SDOBenchmark_full\training\12501\2016_02_20_08_13_00_2\2016-02-21T105702__1700.jpg,1,QUIET,resolved
12320/2015_04_13_04_10_42_0,12320,2015_04_13_04_10_42_0,data\raw\SDOBenchmark_full\training\12320\2015_04_13_04_10_42_0,40,data\raw\SDOBenchmark_full\training\12320\2015_04_13_04_10_42_0\2015-04-13T040042__1700.jpg,1,QUIET,resolved
12444/2015_10_30_12_00_00_0,12444,2015_10_30_12_00_00_0,data\raw\SDOBenchmark_full\training\12444\2015_10_30_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12444\2015_10_30_12_00_00_0\2015-10-30T115000__1700.jpg,1,QUIET,resolved
11719/2013_04_16_21_51_57_0,11719,2013_04_16_21_51_57_0,data\raw\SDOBenchmark_full\training\11719\2013_04_16_21_51_57_0,37,data\raw\SDOBenchmark_full\training\11719\2013_04_16_21_51_57_0\2013-04-16T214157__1700.jpg,1,QUIET,resolved
11528/2012_07_26_04_02_01_0,11528,2012_07_26_04_02_01_0,data\raw\SDOBenchmark_full\training\11528\2012_07_26_04_02_01_0,40,data\raw\SDOBenchmark_full\training\11528\2012_07_26_04_02_01_0\2012-07-26T035201__1700.jpg,1,QUIET,resolved
12201/2014_11_03_03_55_59_0,12201,2014_11_03_03_55_59_0,data\raw\SDOBenchmark_full\training\12201\2014_11_03_03_55_59_0,40,data\raw\SDOBenchmark_full\training\12201\2014_11_03_03_55_59_0\2014-11-03T034559__1700.jpg,1,QUIET,resolved
11938/2013_12_31_12_32_00_0,11938,2013_12_31_12_32_00_0,data\raw\SDOBenchmark_full\training\11938\2013_12_31_12_32_00_0,40,data\raw\SDOBenchmark_full\training\11938\2013_12_31_12_32_00_0\2013-12-31T122200__1700.jpg,1,QUIET,resolved
12421/2015_09_23_18_54_01_0,12421,2015_09_23_18_54_01_0,data\raw\SDOBenchmark_full\training\12421\2015_09_23_18_54_01_0,40,data\raw\SDOBenchmark_full\training\12421\2015_09_23_18_54_01_0\2015-09-23T184401__1700.jpg,1,QUIET,resolved
11585/2012_10_11_09_30_00_0,11585,2012_10_11_09_30_00_0,data\raw\SDOBenchmark_full\training\11585\2012_10_11_09_30_00_0,35,data\raw\SDOBenchmark_full\training\11585\2012_10_11_09_30_00_0\2012-10-11T092000__1700.jpg,1,QUIET,resolved
11523/2012_07_13_12_00_00_12,11523,2012_07_13_12_00_00_12,data\raw\SDOBenchmark_full\training\11523\2012_07_13_12_00_00_12,30,data\raw\SDOBenchmark_full\training\11523\2012_07_13_12_00_00_12\2012-07-21T222959__1700.jpg,1,QUIET,resolved
12329/2015_04_21_10_59_00_0,12329,2015_04_21_10_59_00_0,data\raw\SDOBenchmark_full\training\12329\2015_04_21_10_59_00_0,40,data\raw\SDOBenchmark_full\training\12329\2015_04_21_10_59_00_0\2015-04-21T104900__1700.jpg,1,QUIET,resolved
12109/2014_07_10_00_44_01_1,12109,2014_07_10_00_44_01_1,data\raw\SDOBenchmark_full\training\12109\2014_07_10_00_44_01_1,40,data\raw\SDOBenchmark_full\training\12109\2014_07_10_00_44_01_1\2014-07-11T003400__1700.jpg,1,QUIET,resolved
12363/2015_06_06_12_00_00_0,12363,2015_06_06_12_00_00_0,data\raw\SDOBenchmark_full\training\12363\2015_06_06_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12363\2015_06_06_12_00_00_0\2015-06-06T115000__1700.jpg,1,QUIET,resolved
12087/2014_06_21_13_57_01_0,12087,2014_06_21_13_57_01_0,data\raw\SDOBenchmark_full\training\12087\2014_06_21_13_57_01_0,40,data\raw\SDOBenchmark_full\training\12087\2014_06_21_13_57_01_0\2014-06-21T134701__1700.jpg,1,QUIET,resolved
12262/2015_01_12_23_32_00_0,12262,2015_01_12_23_32_00_0,data\raw\SDOBenchmark_full\training\12262\2015_01_12_23_32_00_0,40,data\raw\SDOBenchmark_full\training\12262\2015_01_12_23_32_00_0\2015-01-12T232200__1700.jpg,1,QUIET,resolved
12221/2014_12_01_17_19_00_4,12221,2014_12_01_17_19_00_4,data\raw\SDOBenchmark_full\training\12221\2014_12_01_17_19_00_4,40,data\raw\SDOBenchmark_full\training\12221\2014_12_01_17_19_00_4\2014-12-03T212819__1700.jpg,1,QUIET,resolved
11520/2012_07_16_17_15_01_1,11520,2012_07_16_17_15_01_1,data\raw\SDOBenchmark_full\training\11520\2012_07_16_17_15_01_1,40,data\raw\SDOBenchmark_full\training\11520\2012_07_16_17_15_01_1\2012-07-17T170500__1700.jpg,0,FLARE,resolved
11449/2012_03_30_12_00_00_4,11449,2012_03_30_12_00_00_4,data\raw\SDOBenchmark_full\training\11449\2012_03_30_12_00_00_4,40,data\raw\SDOBenchmark_full\training\11449\2012_03_30_12_00_00_4\2012-04-01T115000__1700.jpg,1,QUIET,resolved
12176/2014_09_30_03_51_00_4,12176,2014_09_30_03_51_00_4,data\raw\SDOBenchmark_full\training\12176\2014_09_30_03_51_00_4,40,data\raw\SDOBenchmark_full\training\12176\2014_09_30_03_51_00_4\2014-10-02T090812__1700.jpg,1,QUIET,resolved
11982/2014_02_27_10_06_01_0,11982,2014_02_27_10_06_01_0,data\raw\SDOBenchmark_full\training\11982\2014_02_27_10_06_01_0,40,data\raw\SDOBenchmark_full\training\11982\2014_02_27_10_06_01_0\2014-02-27T095601__1700.jpg,1,QUIET,resolved
12662/2017_06_14_19_12_00_4,12662,2017_06_14_19_12_00_4,data\raw\SDOBenchmark_full\training\12662\2017_06_14_19_12_00_4,40,data\raw\SDOBenchmark_full\training\12662\2017_06_14_19_12_00_4\2017-06-17T164025__1700.jpg,1,QUIET,resolved
11559/2012_08_30_20_11_00_5,11559,2012_08_30_20_11_00_5,data\raw\SDOBenchmark_full\training\11559\2012_08_30_20_11_00_5,40,data\raw\SDOBenchmark_full\training\11559\2012_08_30_20_11_00_5\2012-09-02T140840__1700.jpg,1,QUIET,resolved
12396/2015_08_04_12_00_00_0,12396,2015_08_04_12_00_00_0,data\raw\SDOBenchmark_full\training\12396\2015_08_04_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12396\2015_08_04_12_00_00_0\2015-08-04T115000__1700.jpg,1,QUIET,resolved
11734/2013_05_10_16_44_01_0,11734,2013_05_10_16_44_01_0,data\raw\SDOBenchmark_full\training\11734\2013_05_10_16_44_01_0,40,data\raw\SDOBenchmark_full\training\11734\2013_05_10_16_44_01_0\2013-05-10T163401__1700.jpg,1,QUIET,resolved
12082/2014_06_12_12_02_01_0,12082,2014_06_12_12_02_01_0,data\raw\SDOBenchmark_full\training\12082\2014_06_12_12_02_01_0,40,data\raw\SDOBenchmark_full\training\12082\2014_06_12_12_02_01_0\2014-06-12T115201__1700.jpg,1,QUIET,resolved
12277/2015_01_29_12_16_01_1,12277,2015_01_29_12_16_01_1,data\raw\SDOBenchmark_full\training\12277\2015_01_29_12_16_01_1,40,data\raw\SDOBenchmark_full\training\12277\2015_01_29_12_16_01_1\2015-01-30T120600__1700.jpg,0,FLARE,resolved
11716/2013_04_06_12_00_00_1,11716,2013_04_06_12_00_00_1,data\raw\SDOBenchmark_full\training\11716\2013_04_06_12_00_00_1,40,data\raw\SDOBenchmark_full\training\11716\2013_04_06_12_00_00_1\2013-04-06T235000__1700.jpg,1,QUIET,resolved
12598/2016_10_06_00_40_01_0,12598,2016_10_06_00_40_01_0,data\raw\SDOBenchmark_full\training\12598\2016_10_06_00_40_01_0,40,data\raw\SDOBenchmark_full\training\12598\2016_10_06_00_40_01_0\2016-10-06T003001__1700.jpg,1,QUIET,resolved
11634/2012_12_22_23_38_00_0,11634,2012_12_22_23_38_00_0,data\raw\SDOBenchmark_full\training\11634\2012_12_22_23_38_00_0,40,data\raw\SDOBenchmark_full\training\11634\2012_12_22_23_38_00_0\2012-12-22T232800__1700.jpg,1,QUIET,resolved
11517/2012_07_02_12_00_00_1,11517,2012_07_02_12_00_00_1,data\raw\SDOBenchmark_full\training\11517\2012_07_02_12_00_00_1,40,data\raw\SDOBenchmark_full\training\11517\2012_07_02_12_00_00_1\2012-07-03T034754__1700.jpg,1,QUIET,resolved
12672/2017_08_21_14_38_01_1,12672,2017_08_21_14_38_01_1,data\raw\SDOBenchmark_full\training\12672\2017_08_21_14_38_01_1,40,data\raw\SDOBenchmark_full\training\12672\2017_08_21_14_38_01_1\2017-08-22T142800__1700.jpg,1,QUIET,resolved
11928/2013_12_22_19_30_00_0,11928,2013_12_22_19_30_00_0,data\raw\SDOBenchmark_full\training\11928\2013_12_22_19_30_00_0,40,data\raw\SDOBenchmark_full\training\11928\2013_12_22_19_30_00_0\2013-12-22T192000__1700.jpg,0,FLARE,resolved
12035/2014_04_12_12_00_00_0,12035,2014_04_12_12_00_00_0,data\raw\SDOBenchmark_full\training\12035\2014_04_12_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12035\2014_04_12_12_00_00_0\2014-04-12T115000__1700.jpg,1,QUIET,resolved
11893/2013_11_11_10_10_00_1,11893,2013_11_11_10_10_00_1,data\raw\SDOBenchmark_full\training\11893\2013_11_11_10_10_00_1,40,data\raw\SDOBenchmark_full\training\11893\2013_11_11_10_10_00_1\2013-11-12T114300__1700.jpg,1,QUIET,resolved
12123/2014_07_28_21_31_00_3,12123,2014_07_28_21_31_00_3,data\raw\SDOBenchmark_full\training\12123\2014_07_28_21_31_00_3,40,data\raw\SDOBenchmark_full\training\12123\2014_07_28_21_31_00_3\2014-07-30T111956__1700.jpg,1,QUIET,resolved
12026/2014_04_04_09_57_01_0,12026,2014_04_04_09_57_01_0,data\raw\SDOBenchmark_full\training\12026\2014_04_04_09_57_01_0,40,data\raw\SDOBenchmark_full\training\12026\2014_04_04_09_57_01_0\2014-04-04T094701__1700.jpg,1,QUIET,resolved
11697/2013_03_15_12_00_00_3,11697,2013_03_15_12_00_00_3,data\raw\SDOBenchmark_full\training\11697\2013_03_15_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11697\2013_03_15_12_00_00_3\2013-03-17T234959__1700.jpg,1,QUIET,resolved
12126/2014_07_30_06_09_00_0,12126,2014_07_30_06_09_00_0,data\raw\SDOBenchmark_full\training\12126\2014_07_30_06_09_00_0,40,data\raw\SDOBenchmark_full\training\12126\2014_07_30_06_09_00_0\2014-07-30T055900__1700.jpg,1,QUIET,resolved
12437/2015_10_22_17_03_01_0,12437,2015_10_22_17_03_01_0,data\raw\SDOBenchmark_full\training\12437\2015_10_22_17_03_01_0,40,data\raw\SDOBenchmark_full\training\12437\2015_10_22_17_03_01_0\2015-10-22T165301__1700.jpg,1,QUIET,resolved
12193/2014_10_23_07_11_00_2,12193,2014_10_23_07_11_00_2,data\raw\SDOBenchmark_full\training\12193\2014_10_23_07_11_00_2,40,data\raw\SDOBenchmark_full\training\12193\2014_10_23_07_11_00_2\2014-10-24T160700__1700.jpg,1,QUIET,resolved
12375/2015_07_08_11_10_00_0,12375,2015_07_08_11_10_00_0,data\raw\SDOBenchmark_full\training\12375\2015_07_08_11_10_00_0,40,data\raw\SDOBenchmark_full\training\12375\2015_07_08_11_10_00_0\2015-07-08T110000__1700.jpg,1,QUIET,resolved
12003/2014_03_11_12_00_00_0,12003,2014_03_11_12_00_00_0,data\raw\SDOBenchmark_full\training\12003\2014_03_11_12_00_00_0,38,data\raw\SDOBenchmark_full\training\12003\2014_03_11_12_00_00_0\2014-03-11T115000__1700.jpg,1,QUIET,resolved
11700/2013_03_19_12_27_00_0,11700,2013_03_19_12_27_00_0,data\raw\SDOBenchmark_full\training\11700\2013_03_19_12_27_00_0,38,data\raw\SDOBenchmark_full\training\11700\2013_03_19_12_27_00_0\2013-03-19T121700__1700.jpg,1,QUIET,resolved
12448/2015_11_10_17_05_00_0,12448,2015_11_10_17_05_00_0,data\raw\SDOBenchmark_full\training\12448\2015_11_10_17_05_00_0,39,data\raw\SDOBenchmark_full\training\12448\2015_11_10_17_05_00_0\2015-11-10T165500__1700.jpg,1,QUIET,resolved
11490/2012_05_26_06_08_18_1,11490,2012_05_26_06_08_18_1,data\raw\SDOBenchmark_full\training\11490\2012_05_26_06_08_18_1,40,data\raw\SDOBenchmark_full\training\11490\2012_05_26_06_08_18_1\2012-05-26T211900__1700.jpg,1,QUIET,resolved
12436/2015_10_25_13_08_01_1,12436,2015_10_25_13_08_01_1,data\raw\SDOBenchmark_full\training\12436\2015_10_25_13_08_01_1,40,data\raw\SDOBenchmark_full\training\12436\2015_10_25_13_08_01_1\2015-10-26T125800__1700.jpg,1,QUIET,resolved
11814/2013_08_12_03_36_00_0,11814,2013_08_12_03_36_00_0,data\raw\SDOBenchmark_full\training\11814\2013_08_12_03_36_00_0,40,data\raw\SDOBenchmark_full\training\11814\2013_08_12_03_36_00_0\2013-08-12T032600__1700.jpg,1,QUIET,resolved
12403/2015_08_26_05_44_01_1,12403,2015_08_26_05_44_01_1,data\raw\SDOBenchmark_full\training\12403\2015_08_26_05_44_01_1,40,data\raw\SDOBenchmark_full\training\12403\2015_08_26_05_44_01_1\2015-08-27T053400__1700.jpg,0,FLARE,resolved
11465/2012_04_21_12_00_00_0,11465,2012_04_21_12_00_00_0,data\raw\SDOBenchmark_full\training\11465\2012_04_21_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11465\2012_04_21_12_00_00_0\2012-04-21T115000__1700.jpg,1,QUIET,resolved
12092/2014_06_18_07_58_00_0,12092,2014_06_18_07_58_00_0,data\raw\SDOBenchmark_full\training\12092\2014_06_18_07_58_00_0,40,data\raw\SDOBenchmark_full\training\12092\2014_06_18_07_58_00_0\2014-06-18T074800__1700.jpg,1,QUIET,resolved
11407/2012_01_19_12_00_00_3,11407,2012_01_19_12_00_00_3,data\raw\SDOBenchmark_full\training\11407\2012_01_19_12_00_00_3,40,data\raw\SDOBenchmark_full\training\11407\2012_01_19_12_00_00_3\2012-01-21T145810__1700.jpg,1,QUIET,resolved
11443/2012_03_23_12_00_00_4,11443,2012_03_23_12_00_00_4,data\raw\SDOBenchmark_full\training\11443\2012_03_23_12_00_00_4,38,data\raw\SDOBenchmark_full\training\11443\2012_03_23_12_00_00_4\2012-03-26T111459__1700.jpg,1,QUIET,resolved
